id,source_id,relation_type,target_id,status,description,evidence,notes,tags
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-6791A15D,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-50040345,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_materializes_local_hybrid_embedding_provider_when_selected`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-B45A68AB,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-CF6EC406,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_materializes_openai_embedding_provider_when_selected_and_configured`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-459D132E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-F761DEEB,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_builds_query_embedding_with_configured_openai_provider`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-6CF08882,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-43E60239,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upsert_conclusion_keeps_affective_embedding_pending_in_manual_refresh_mode`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-8C1F6C4E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-FB8940B6,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upsert_conclusion_skips_embedding_shell_when_source_kind_is_disabled`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-5CBD021F,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-8E3B98DB,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_builds_hybrid_memory_bundle_with_vector_and_lexical_diagnostics`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-160CB1FB,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-64D61582,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_includes_vector_matched_episodic_memory_outside_recent_window`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-1552F27D,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-D8988C65,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_keeps_relation_embeddings_out_of_default_foreground_retrieval_baseline`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-2D61A142,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-C99AB32E,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_includes_vector_matched_relation_when_relation_source_enabled`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-D2C9A9E2,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-B76C9821,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upserts_and_reads_scoped_relations`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-6C17A216,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-AD1B3C2F,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upsert_relation_materializes_embedding_when_relation_source_is_enabled`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-E7C57147,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-7F8693A2,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upsert_relation_keeps_embedding_pending_in_manual_refresh_mode`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-2A7B7079,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-449F5235,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_refreshes_relation_with_repeated_quality_evidence`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-B3619692,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-8B967DEB,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_resets_relation_lifecycle_when_relation_value_changes`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-EBDCA252,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-A8328BD9,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_revalidates_relation_confidence_and_expires_stale_rows`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-2980746C,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-2D3C9F78,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_persists_and_resolves_subconscious_proposals`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-200B120A,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-630662DA,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_reenters_deferred_subconscious_proposals_in_pending_query`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-0213C09E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-7C5DACD1,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_can_read_conclusions_by_memory_layer`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-C5E1C052,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-7BB16701,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_reports_reflection_task_stats`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-589EDC61,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-58FB64B5,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upserts_and_loads_active_goals_and_tasks`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-7A97AE21,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-5A6CD178,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_updates_task_status_and_removes_done_from_active_list`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-023A0A4D,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-30507775,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_syncs_and_loads_active_goal_milestones`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-087C753F,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-A8612EE4,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_appends_and_reads_goal_milestone_history`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-F5E6756A,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-6E2C9939,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_execution_state_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-BF88E4F2,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-DAAD6E01,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_affective_reflection_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-ACF9F1E8,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-E9306886,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_allows_dynamic_goal_execution_state_transition`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-54B67715,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-46662CFE,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_supports_scoped_goal_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-F647B792,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-C156A507,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_get_user_conclusions_can_filter_by_scope`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-8DD1F13F,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-18470193,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_canonicalizes_global_reflection_conclusions_to_global_scope`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-99998F95,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-D56A6EB5,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_progress_score_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-DC66585D,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-26488277,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_proactive_opt_in_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-7BC88D16,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-53DDF680,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_progress_trend_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-BCEAE62A,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-39922B32,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_transition_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-9E5ECA2E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-37158D56,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_allows_dynamic_goal_milestone_transition_updates`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-3DE4C4C9,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-A31B7504,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_state_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-62BD63BE,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-DC970DF4,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_risk_and_completion_criteria_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-D066CBE4,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-E8AF6884,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_arc_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-D3AF5B28,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-17864798,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_pressure_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-F8EF7629,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-F1EA4D0E,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_dependency_state_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-99ABE0B5,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-A33FF4B8,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_due_state_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-6B1CF6C0,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-24EC8674,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_milestone_due_window_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-9D1A838E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-8A209EE8,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_exposes_goal_progress_arc_in_runtime_preferences`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-9B4D093E,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-3B09FA7B,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_runtime_preferences_can_hold_more_than_six_kinds`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-1EAF6E04,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-B945B51F,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_appends_and_reads_goal_progress_history`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-6BA24E4F,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-3D90E686,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_can_persist_ui_language_separately_from_preferred_language`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-9B425702,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-17464568,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_upserts_and_updates_planned_work_items`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC-PARENT-OF-PYFUNC-BACKEN-08189E20,FILE-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-A85ACAEC,parent_of,PYFUNC-BACKEND-TESTS-TEST-MEMORY-REPOSITORY-PY-TEST-MEMORY-REPOSITORY-98259412,implemented,`backend/tests/test_memory_repository.py` contains function `test_memory_repository_returns_due_planned_work_and_marks_it_due`.,backend/tests/test_memory_repository.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
